name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
酱香烤玉米,烤,酱香味,30分钟,新手尝试,玉米两根;,甜面酱1勺;蚝油1勺;橄榄油适量;孜然适量;白芝麻1勺;,"步骤1:玉米简单的去掉玉米须，放锅里煮15分钟
步骤2:煮好的玉米捞出备用
步骤3:蚝油、甜面酱、孜然、加橄榄油
步骤4:调成酱汁
步骤5:均匀的刷在玉米上
步骤6:刷好之后静置五分钟
步骤7:烤箱200度上下火预热
步骤8:放入烤盘，200度烤15分钟即可
步骤9:烤好之后撒上一些熟芝麻，味道更美
",高血脂人群;高血压人群;儿童;,无,高血糖人群;减肥人群;,52.29克,352克,3.8克,玉米两根;酱香烤玉米,玉米 玉米 
麻辣牛肉丝,煮,香辣味,30分钟,初级入门,牛肉500克;,生姜1块;孜然粉1勺;胡椒粉1勺;辣椒粉1勺;料酒1勺;生抽1勺;白糖适量;干辣椒适量;大蒜1个;,"步骤1:牛肉，选用牛里脊肉，切成四块；
步骤2:放入电饭煲中，加入卤味包、生姜、和大蒜；再加入一勺的盐；料酒、老抽、生抽；
步骤3:再加点干辣椒，启动电饭煲的煮粥功能；
步骤4:程序结束，牛肉，取出，沥干水分，撕成细丝；
步骤5:放入面包机中，启动面包机的果酱功能；
步骤6:程序结束，取出牛肉丝；这时候的牛肉丝已经是有点像牛肉松一样；
步骤7:另起锅，热锅，放入油，待油的边缘有点微微的发泡，关小火；
步骤8:加入老抽、生抽、辣椒粉、孜然粉、还有胡椒粉，翻炒，搅拌；
步骤9:然后再加入牛肉丝，用筷子搅拌，也可以加入一些的白芝麻；翻炒就可以出锅了；用密封罐装起来就可以了；
",减肥人群;儿童;,高血压人群;高血脂人群;高血糖人群;,无,4.41克,133.4克,4克,牛肉500克;麻辣牛肉丝,牛肉 牛肉 
凉拌土豆片,拌,家常味,10分钟,中级掌勺,大土豆1个;,大蒜1瓣;盐1小勺;白糖0.5小勺;酱油2小勺;香醋1小勺;油泼辣子2大勺;藤椒油3滴;小葱1颗;白芝麻0.5小勺;老姜2片;,"步骤1:老姜，大蒜分别剁碎，放进碗里，冲入温开水；上盖，静置片刻；调入适量盐，白糖，酱油，香醋，油泼辣子，藤椒油，搅拌均匀；
步骤2:土豆削皮，洗净；再将土豆切片；
步骤3:再准备点葱花；
步骤4:煮锅调入适量清水烧开；放入土豆片煮熟；土豆片不要煮得太软了，太软了会没形状；
步骤5:将土豆皮捞出，沥干水分；
步骤6:淋上第二步的调料，拌匀；
步骤7:盛进盘子里，撒上葱花，白芝麻即可。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.69克,74.3克,0.2克,大土豆1个;凉拌土豆片,土豆 土豆 
清甜煮玉米,煮,甜味,10分钟,新手尝试,甜玉米5个;,盐一小捏;,"步骤1:新鲜的甜玉米
步骤2:去掉外皮和玉米须，保留最里面的一层玉米皮，洗净
步骤3:放入锅里，加水与玉米齐平，水里稍微放一点盐（加盐会更甜），大火开始煮
步骤4:开锅后转中火煮十分钟即可
步骤5:刚出锅的煮甜玉米非常好吃，甜滋滋的，水分很大
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,7.35克,51.5克,0.6克,甜玉米5个;清甜煮玉米,玉米 玉米 
香煎椒盐小土豆,煎,其它口味,15分钟,新手尝试,土豆14个;,食用油2勺;椒盐少许;小葱2根;,"步骤1:准备所需主料。
步骤2:土豆洗净，放入锅中加水煮开。煮至筷子能戳动的状态捞出，大约15分钟左右。
步骤3:把土豆放至不烫手，开始剥土豆皮。
步骤4:用刀背将土豆拍扁。（也可用两手把土豆轻轻一压）
步骤5:依次把所有土豆压扁。
步骤6:平底锅中倒入油，放入拍扁的小土豆。
步骤7:煎至两面金黄色。
步骤8:均匀的撒上椒盐，晃动均匀，让土豆都蘸上椒盐，撒上葱花混合翻匀即可。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.2克,83.5克,1.5克,土豆14个;香煎椒盐小土豆,土豆 土豆 
西红柿鸡蛋疙瘩汤,煮,家常味,5分钟,初级入门,西红柿两个;鸡蛋一个;面粉150克;,盐一勺;小青菜两颗;,"步骤1:西红柿先用开水烫一遍，现在的西红柿用药多，最好去了皮吃，去皮后的西红柿做出来的汤更鲜浓。
步骤2:轻轻一拨，皮就掉了。
步骤3:切丁
步骤4:油锅烧热，下西红柿丁进来，炒出西红柿汁。
步骤5:加适量的水进来，煮开。
步骤6:趁等水烧开的时间，来做疙瘩和配料，面粉准备好，多做几次就能掌握好量，两个孩子的分量，大概150克左右的面粉。
步骤7:一点一点的加入水，边加边搅拌，直到面粉变成均匀的小疙瘩。
步骤8:青菜洗好，切碎。
步骤9:鸡蛋打散。
步骤10:先将疙瘩轻轻撒入锅中，煮上一分钟。
步骤11:将鸡蛋和青菜也洒进来，搅拌一下烫熟即可。
步骤12:撒盐搅匀出锅，这酸爽，小朋友一口气吃一大碗。
",无,高血压人群;减肥人群;高血脂人群;儿童;,高血糖人群;,12.04克,92.3克,1.2克,西红柿两个;鸡蛋一个;面粉150克;西红柿鸡蛋疙瘩汤,番茄 鸡蛋 番茄 鸡蛋 
蛋烘西红柿,煎,咸鲜味,30分钟,中级掌勺,鸡蛋适量;西红柿适量;,香葱适量;香菜适量;,"步骤1:材料备好：小香葱，香菜，鸡蛋，西红柿
步骤2:香葱切碎，鸡蛋打散
步骤3:香葱放入鸡蛋中，加入所需的盐量，搅拌均匀
步骤4:西红柿对半切开后在切成片状，每片不要超过半厘米厚
步骤5:平底锅烧热，倒入蛋液小火煎
步骤6:看到蛋液成型半熟状，成圈摆入西红柿片
步骤7:依然小火煎，用铲刀推动鸡蛋饼轻轻转动下
步骤8:看到鸡蛋煎熟，就可以随意撕点香菜放入即可
",无,高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,1.89克,48.5克,2.8克,鸡蛋适量;西红柿适量;蛋烘西红柿,鸡蛋 番茄 番茄 
麻辣土豆粉,煮,麻辣味,10分钟,中级掌勺,土豆粉200克;鸡蛋1个;,花椒20粒;麻椒20粒;郫县豆瓣酱5克;老干妈辣酱5克;生抽2克;盐2克;十三香1勺;,"步骤1:先来做手工土豆粉，一碗土豆粉一个鸡蛋，一点盐准备好
步骤2:土豆粉里加的盐拌匀
步骤3:三分之一的土豆粉用开水搅成黏糊糊
步骤4:加入剩余的土豆粉打入一个蛋清
步骤5:加适量水合成稍微软些的面团
步骤6:像做手擀面一样把面团擀成大约5-6㎜的厚片
步骤7:折叠好切成面条
步骤8:切好的土豆粉面条放入开水锅里煮开
步骤9:捞出用冷水反复过凉土豆粉条就做好了
步骤10:准备好做麻辣土豆粉的原料
步骤11:剩余的土豆粉打包冷藏存放
步骤12:热锅凉油放入少许花椒，麻椒炸香
步骤13:加入适量郫县豆瓣酱，老干妈辣酱炒香
步骤14:加入适量水烧开用漏勺打出渣子
步骤15:下入适量做好的土豆粉
步骤16:加入少许生抽
步骤17:撒点十三香
步骤18:加点盐调味煮开1-2分钟好吃的土豆粉就做好了
步骤19:撒上香菜，葱花开始吃麻辣粉
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,43.54克,296克,2克,土豆粉200克;鸡蛋1个;麻辣土豆粉,土豆 鸡蛋 土豆 
新奥尔良番茄干,烤,酸辣味,数天,未知,番茄3个;,新奥尔良调料10克;清水10克;,"步骤1:番茄洗净切小块
步骤2:新奥尔良调料和清水一比一调制搅和均匀
步骤3:番茄块放在烤网上刷上一层酱汁
步骤4:送入干果机80度烘烤10小时
步骤5:酸甜微辣超好吃的番茄干（快乐厨房品味生活淘宝搜索“e厨艺”购买同款美味）
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,2.24克,10.8克,0.2克,番茄3个;新奥尔良番茄干,番茄 番茄 
炝黄瓜,炒,咸鲜味,5分钟,初级入门,黄瓜2条;,蒜末2瓣;油1汤勺;盐2茶匙;干辣椒2个;花椒20粒;,"步骤1:黄瓜去皮，去根，皮不用去的太仔细，炒出来更好看
步骤2:每条黄瓜切成4条
步骤3:去掉黄瓜中间籽的部分
步骤4:黄瓜切菱形块，加入蒜末和盐，抓匀腌制15分钟
步骤5:控去水分
步骤6:锅中倒入适量油，烧热放花椒和干辣椒段，炸香，注意别炸糊了
步骤7:腌好的黄瓜同蒜末一起下锅，炝炒20秒，腌黄瓜放盐了，所以炝炒不用放盐
步骤8:出锅
",高血压人群;高血糖人群;儿童;,高血脂人群;减肥人群;,无,9.31克,97.7克,5.2克,黄瓜2条;炝黄瓜,黄瓜 黄瓜 
番茄肥牛汤,煮,家常味,15分钟,新手尝试,西红柿2个;肥牛300克;,生抽一勺;蚝油一勺;食盐一勺;胡椒粉一勺;,"步骤1:准备好材料
步骤2:肥牛用沸水烫变色，捞出备用
步骤3:西红柿划十字刀，沸水烫1-2分钟
步骤4:去皮切碎
步骤5:葱姜蒜爆香，下入一勺生抽，一勺蚝油
步骤6:翻炒出汤汁
步骤7:加入适量清水，煮沸后加入肥牛
步骤8:最后加入食盐，胡椒粉
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,2.24克,69.4克,2.2克,西红柿2个;肥牛300克;番茄肥牛汤,番茄 牛肉 番茄 
番茄鸡蛋沙拉盅,煮,甜味,10分钟,新手尝试,番茄1个;鸡蛋2-3个;,番茄酱1茶匙;,"步骤1:准备好食材，鸡蛋可以根据自己的食量来，2-3个都可以，人多的话可以多煮几个
步骤2:鸡蛋入凉水，煮熟
步骤3:鸡蛋去壳，注意保持鸡蛋的完整
步骤4:用刀对半将鸡蛋切开，蛋黄分离出来
步骤5:番茄切小，越小越好。也可以用料理机打碎
步骤6:蛋黄和番茄混合均匀，加上一茶匙番茄酱，拌均匀
步骤7:将蛋黄番茄泥舀入蛋白盅里面，即可食用
",无,高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,1.61克,65.4克,4克,番茄1个;鸡蛋2-3个;番茄鸡蛋沙拉盅,番茄 鸡蛋 番茄 鸡蛋 
鸡肉玉米饼,煎,家常味,15分钟,新手尝试,鸡肉300克;五花肉50克;,玉米粒适量;胡萝卜半个;豌豆粒少许;盐适量;白胡椒粉少许;五香粉少许;生抽1小勺;,"步骤1:鸡脯肉先切成片，然后再切成小粒
步骤2:五花肉也切成小粒，加入猪肉可以改变口感更好吃
步骤3:胡萝卜切小丁，豌豆煮熟去皮，玉米煮熟取粒
步骤4:两种肉馅加入盐、糖、五香粉、白胡椒粉、生抽、淀粉搅拌均匀（是宝宝吃就不要搅打上劲）
步骤5:加入胡萝卜、玉米粒、豌豆粒搅匀（还是不要搅打上劲）
步骤6:手上抹少许油防粘，取适量肉馅团成一个圆子
步骤7:不粘锅加少许油，把丸子放入按扁，小火慢煎
步骤8:煎至两面金黄即可装盘，搭配米粥、蔬菜更好吃
",高血压人群;高血糖人群;儿童;,无,高血脂人群;减肥人群;,0.56克,383.3克,35.4克,鸡肉300克;五花肉50克;鸡肉玉米饼,鸡肉 猪肉 鸡肉 
牛肉意大利面,炒,咸鲜味,15分钟,中级掌勺,牛肉160克;,油一勺;盐一撮;洋葱一个;青椒一个;姜5克;大蒜5克;西红柿半个;淀粉5克;白砂糖一勺;酱油一勺;胡椒2克;,"步骤1:将牛肉、姜和蒜切好备用
步骤2:将牛肉拌入姜、蒜、盐、糖、酱油、胡椒和淀粉，挤入几滴柠檬汁，拌匀，腌几分钟
步骤3:洋葱和青椒切丁备用
步骤4:准备一锅水，水开后将意面放进去煮
步骤5:面煮熟后控干水份
步骤6:将番茄酱拌入面中
步骤7:油锅烧热，将腌制好的牛肉放进去，炒至微微变色
步骤8:将洋葱和青椒放进去炒出香味
步骤9:加盐调味，翻炒均匀
步骤10:将拌好的面条和超好的洋葱牛肉放入盘中拌匀即可
",减肥人群;,高血脂人群;高血压人群;高血糖人群;儿童;,无,1.4克,123.8克,4.2克,牛肉160克;牛肉意大利面,牛肉 牛肉 
瘦肉鸡蛋肠粉,蒸,香辣味,10分钟,未知,肉末80克;鸡蛋两个;,油30克;盐少许;酱油100克;辣椒酱30克;粉100毫升;,"步骤1:准备鸡蛋，肉末，辣椒酱和专用粉
步骤2:100克的粉放入250毫升的水
步骤3:一勺辣椒酱加适量的酱油搅拌均匀
步骤4:盘里放入一勺粉浆
步骤5:下瘦肉涂抹均匀
步骤6:放入少许蛋液
步骤7:放入蒸锅蒸3分钟
步骤8:蒸好的肠粉
步骤9:依次做好放入盆里，加少许花生油，最后淋上调好的辣椒酱的料汁即可
",高血糖人群;高血压人群;儿童;,无,减肥人群;高血脂人群;,1.68克,395克,37克,肉末80克;鸡蛋两个;瘦肉鸡蛋肠粉,鸡蛋 猪肉 鸡蛋 
西红柿蛋花汤,炒,家常味,10分钟,新手尝试,西红柿2个;鸡蛋2个;,油适量;盐适量;鸡精适量;白糖适量;小香葱少许;水淀粉适量;料酒少许;清水适量;,"步骤1:准备2个西红柿，洗净后用削皮刀去皮；
步骤2:去皮的西红柿切成小丁；
步骤3:准备适量的水淀粉，2个鸡蛋打散，加少许料酒搅拌均匀；
步骤4:炒锅放适量的油，油热后倒入西红柿翻炒，边炒边用锅铲按压西红柿；
步骤5:直至西红柿浓稠，放适量的白糖炒匀；
步骤6:倒入适量的清水；
步骤7:大火烧开后，把水淀粉转圈倒入锅里，用锅铲推开；
步骤8:再次煮开后，汤汁开始变得有点浓稠，淋入打散的鸡蛋；
步骤9:待蛋液全部浮起，放适量的盐、鸡精调味，推匀即可出锅。
",高血压人群;儿童;,高血脂人群;减肥人群;高血糖人群;,无,4.41克,54.7克,2.5克,西红柿2个;鸡蛋2个;西红柿蛋花汤,番茄 鸡蛋 番茄 
烤香蕉片,烤,甜味,30分钟,未知,香蕉1根;,鸡蛋1个;淀粉12克;,"步骤1:准备好材料
步骤2:香蕉去皮切片，鸡蛋加淀粉打散
步骤3:香蕉片裹上蛋液放入烤盘
步骤4:烤箱上下火175℃烤20分钟
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,14.84克,114.1克,1.8克,香蕉1根;烤香蕉片,香蕉 香蕉 
辣椒闷子,蒸,酱香味,10分钟,初级入门,鸡蛋1个;辣椒3个;,油适量;五香粉适量;资质黄豆酱适量;,"步骤1:准备食材，这是一道由辣椒、鸡蛋和自制的黄豆酱做成的菜谱，如果能吃辣的就把辣椒换成辣妹子吧，辣的过瘾。
步骤2:辣椒洗净，在淡盐水中浸泡10分钟左右，再反复清洗干净切碎。淡盐水浸泡能起到杀菌去除农药残留的作用。
步骤3:鸡蛋打散搅拌均匀，也可以将所有的食材放在一起再搅拌均匀。老妈做这道菜的时候会在蛋液里加一点点白酒，去腥增香。可加可不加，加了味道的确不一样。
步骤4:在蛋液里加入辣椒碎、五香粉和适量的油搅拌均匀。其他什么调味料都不加，因为自制黄豆浆本身就很香。
步骤5:锅中加入适量的水，上屉蒸10分钟左右，视辣椒焖子量的多少而定。
步骤6:蒸好的辣椒闷子出锅，今天搭配的是蘸酱菜，超级开胃下饭菜，一个人能吃一盘蘸酱菜。
步骤7:出锅，搭配蘸酱菜非常美味。
",高血脂人群;减肥人群;高血糖人群;儿童;,高血压人群;,无,6.51克,184.4克,12.4克,鸡蛋1个;辣椒3个;辣椒闷子,鸡蛋 辣椒 辣椒 
番茄疙瘩汤,炒,家常味,5分钟,新手尝试,鸡蛋;葱;番茄;面粉;,盐;糖;,"步骤1:鸡蛋打散加水搅拌
步骤2:搅拌好的蛋液一点点倒入面粉中
步骤3:锅内热油炒香葱花
步骤4:倒入番茄炒出汁水
步骤5:加水倒入盐糖
步骤6:倒入面疙瘩煮熟
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,12.32克,102克,1.7克,鸡蛋;葱;番茄;面粉;番茄疙瘩汤,鸡蛋 番茄 番茄 
孜然土豆条,炒,家常味,10分钟,新手尝试,土豆2个;,盐5克;孜然粉5克;葱粒适量;,"步骤1:土豆削皮，切细条，用清水浸泡一下，一方面去掉土豆条表面的淀粉，另一方面能防止土豆氧化
步骤2:平底锅烧热油，加入土豆条，不停地翻炒
步骤3:将土豆条炒熟，翻炒期间不要加水，这样炒出来的土豆条香糯可口
步骤4:加入食盐和孜然粉
步骤5:要让调料和土豆条充分混合
步骤6:上桌前撒些葱粒
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.69克,74.3克,0.2克,土豆2个;孜然土豆条,土豆 土豆 
番茄蒸蛋,蒸,家常味,10分钟,初级入门,番茄2个;鸡蛋2个;,盐少许;,"步骤1:备好所用食材，将番茄去皮改刀，将鸡蛋加适量细盐打散，淋在番茄上面。
步骤2:将拌好的番茄蛋液放置在电饭煲里，蒸制熟透即可。
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,1.89克,38克,2.1克,番茄2个;鸡蛋2个;番茄蒸蛋,番茄 鸡蛋 番茄 
舒芙蕾,烙,甜味,10分钟,未知,鸡蛋适量;,牛奶适量;,"步骤1:1
",无,高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,2.31克,65.7克,3.9克,鸡蛋适量;舒芙蕾,鸡蛋 
豆芽番茄鸡蛋面,炒,家常味,30分钟,未知,熟透的番茄4个;鸡蛋2个;豆芽适量;挂面1块;,老陈醋1勺;食盐适量;植物油适量;葱油1勺;酱油适量;,"步骤1:准备材料
步骤2:番茄切块
步骤3:鸡蛋加盐打散
步骤4:锅中放油，油热后放入蛋液，翻炒
步骤5:加入适量番茄块，继续翻炒
步骤6:加入适量酱油，炒一分钟
步骤7:加入适量清水和食盐，炒至微微收汁
步骤8:锅中放水，水开后放入豆芽和挂面，煮软
步骤9:捞出面条，加入适量番茄汁、食盐、葱油、老陈醋，搅拌均匀即可！
步骤10:买优质老陈醋，天猫搜索【CUCU旗舰店】
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,3.01克,41.4克,2克,熟透的番茄4个;鸡蛋2个;豆芽适量;挂面1块;豆芽番茄鸡蛋面,番茄 鸡蛋 豆芽 豆芽 番茄 鸡蛋 
黄金玉米烙,煎,家常味,30分钟,未知,玉米一个;,鸡蛋一个;面粉一勺;芝麻适量;,"步骤1:玉米剥成玉米粒。煮熟大概12分钟
步骤2:加入鸡蛋，面粉搅拌均匀备用。
步骤3:料理锅开披萨健放入玉米粒的混合液。摊平，摊成长方形，煎三分钟
步骤4:撒面包糠芝麻
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,23.38克,196.1克,3.9克,玉米一个;黄金玉米烙,玉米 玉米 
番茄鸡蛋饼,煎,家常味,60分钟,初级入门,番茄100克;鸡蛋100克;面粉适量;,盐1勺;,"步骤1:番茄切碎
步骤2:放入碗中，加2个鸡蛋、1小勺盐、适量面粉搅拌均匀
步骤3:油温5成热，倒入面糊
步骤4:定型后翻面，小火慢煎至熟即可。
",高血压人群;减肥人群;儿童;,高血脂人群;,高血糖人群;,11.41克,130.2克,4克,番茄100克;鸡蛋100克;面粉适量;番茄鸡蛋饼,番茄 鸡蛋 番茄 鸡蛋 
风味土豆,炒,香辣味,15分钟,未知,土豆适量;,香肠适量;,"步骤1:1
",高血压人群;高血脂人群;减肥人群;儿童;,无,高血糖人群;,10.64克,250.6克,16.4克,土豆适量;风味土豆~,土豆 土豆 
牛肉酱,炒,香辣味,30分钟,中级掌勺,牛肉1800克;,春笋80克;黄豆酱230克;豆瓣酱4大勺;生姜3个;大蒜2大个;辣椒粉3大勺;食用油400毫升;香菇100克;,"步骤1:牛肉洗干净血水
步骤2:香菇提前泡发
步骤3:春笋切片焯水
步骤4:生姜和大蒜洗干净
步骤5:牛肉用绞肉机搅碎，绞肉机的花片用大孔的
步骤6:香菇和春笋切碎
步骤7:生姜大蒜切碎
步骤8:锅中放油，放牛肉进去炒干水份
步骤9:放入香菇、春笋、大蒜和生姜，翻炒
步骤10:放入黄豆酱和豆瓣酱翻炒
步骤11:放入辣椒粉翻炒
步骤12:炒好的牛肉酱放凉就可以装瓶保存了
",高血脂人群;高血压人群;减肥人群;高血糖人群;儿童;,无,无,2.52克,204.1克,15.6克,牛肉1800克;牛肉酱,牛肉 牛肉 
炸丸子,炸,咸鲜味,30分钟,初级入门,胡萝卜适量;鸡蛋2个;,葱适量;盐1勺;十三香1勺;面粉3勺;面包糠3勺;食用油适量;,"步骤1:萝卜丝焯水30秒，切碎
步骤2:加2个鸡蛋，盐、十三香、3勺面包糠、3勺面粉、葱花，少许食用油，搅拌均匀
步骤3:挤出丸子，油温6成热，下锅炸至金黄捞出
",高血压人群;减肥人群;高血脂人群;儿童;,无,高血糖人群;,34.16克,281克,4.8克,胡萝卜适量;鸡蛋2个;炸丸子,胡萝卜 鸡蛋 
烤苹果,烤,甜味,15分钟,初中水平,苹果1个;,葡萄干核桃仁等果干100克;肉桂粉1勺;蜂蜜2-3勺;,"步骤1:首先将苹果洗净，去掉里面的核，挖一个大小合适的坑，注意不要挖漏。
步骤2:将肉桂粉，果干和蜂蜜搅拌均匀。
步骤3:倒入苹果坑里。
步骤4:烤箱180度提前预热好，放入烤箱中层180度烤15分钟左右。
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,12.11克,167.1克,9.2克,苹果1个;烤苹果,苹果 苹果 
蒸胡萝卜丸子,蒸,甜味,30分钟,初中水平,胡萝卜两根;澄粉适量;,白糖适量;,"步骤1:主料：胡萝卜两根、澄粉适量辅料：白糖适量
步骤2:准备好新鲜胡萝卜，需要把它其洗干净后，并用刮刀将胡萝卜的外皮削掉，然后把胡萝卜切成薄片状
步骤3:蒸锅加凉水，把装好的胡萝卜片盘子加进蒸锅里，大火蒸20分钟左右，必须整熟透啊
步骤4:取出来，可以用勺子压成泥，也可以用料理机打成汁，这样比较细腻，做丸子光滑好看
步骤5:然后加准备好的40克白糖到胡萝卜泥当中，并用汤勺将其搅拌均匀
步骤6:加入澄粉，要一边加一边用筷子搅拌均匀，直到澄粉被搅拌成棉絮状时即可。
步骤7:用手把搅拌好的澄粉泥进行揉搓，揉搓时间越长越好，这样做出来的胡萝卜丸子就会越筋道光滑。在和成光滑的面团，易不沾手为宜。
步骤8:用手揪出一小块的面团，然后用手来回搓成小丸子，把盘子刷上一层植物油（这样不易沾），放上胡萝卜小丸子
步骤9:蒸锅加凉水大火烧开，加胡萝卜丸子坯盘子
步骤10:大火蒸20分钟左右，因为胡萝卜是熟透的很好熟的
步骤11:等到胡萝卜丸子坯被蒸至原来的两倍大小时，即可关火。然后不要着急把胡萝卜丸子从蒸锅中取出，而是盖上盖子让其再焖上三五分钟，即可开盖把它从蒸锅中取出，装盘。一个个看起来发黄又透亮，吃起来的口感更是一绝，尤其是对于喜欢吃甜食的人来说，这样的一道美食一定会是你的最爱。
",高血糖人群;,高血压人群;减肥人群;高血脂人群;儿童;,无,8.61克,42.1克,0.2克,胡萝卜两根;澄粉适量;蒸胡萝卜丸子,胡萝卜 胡萝卜 
冷吃牛肉,其它工艺,麻辣味,60分钟,未知,牛肉249克;,花椒50粒;香料:八角2个;         桂皮1块;        香叶3片;        小茴香200粒;        干辣椒10个;菜籽油适量;姜片2片;料酒适量;辣椒碎适量;花椒粉适量;白芝麻适量;生抽适量;白糖适量;盐适量;,"步骤1:牛肉冷水下锅，花椒、姜、料酒大火烧开，
步骤2:小火煮10分钟，放凉水洗净，
步骤3:牛肉、姜切同等条，
步骤4:起锅热油，倒入牛肉条、姜条炸至变色捞出，
步骤5:锅底留油，放入香料，
步骤6:炒香香料后倒入牛肉条、姜条，
步骤7:生抽、糖、盐调味，
步骤8:倒入开水，小火煮20分钟，
步骤9:水分变少，撒辣椒碎、花椒粉、白芝麻，
步骤10:熬至没有水分，盛出即可。
",减肥人群;高血糖人群;儿童;,高血压人群;高血脂人群;,无,9.8克,130.1克,4.6克,牛肉249克;冷吃牛肉,牛肉 牛肉 
牛肉土豆杯,其它工艺,酱香味,2小时,未知,牛肉500克;土豆4个;,蒜末适量;香草碎适量;食用油适量;牛油适量;八角适量;柱候酱适量;甜面酱适量;番茄酱适量;料酒适量;生抽适量;老抽适量;高汤适量;,"步骤1:土豆洗净，中间切开一分二，
步骤2:准备好工具，开始小心翼翼挖土豆，
步骤3:全部挖成这个样子，
步骤4:挖出来的土豆泡入水中，
步骤5:土豆杯120°烤40分钟，
步骤6:牛肉切成小块，
步骤7:一勺油加一块牛油，炼出油分，
步骤8:倒入切好的牛肉，
步骤9:炒至变色后捞出，
步骤10:锅留底油，炒香蒜末、八角，
步骤11:倒入柱候酱、甜面酱、番茄酱，
步骤12:炒香酱料，倒入牛肉，
步骤13:翻炒均匀，倒入料酒、生抽、老抽再次炒匀，
步骤14:倒入高汤，小火闷煮30分钟，
步骤15:倒入土豆，再加些香草增味，
步骤16:大火收汁，盛出装入土豆杯即可。
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,4.06克,97.9克,3.4克,牛肉500克;土豆4个;牛肉土豆杯,牛肉 土豆 牛肉 土豆 
苹果甜汤,煮,甜味,15分钟,初中水平,苹果500克;,枸杞50克;冰糖20克;,"步骤1:苹果，枸杞，冰糖称重备用
步骤2:枸杞洗干净控干水分
步骤3:苹果削皮后，先用切苹果神器去掉苹果中间部分
步骤4:再切成小块
步骤5:奶锅里水烧开后入苹果煮开，放入冰糖
步骤6:大火煮开，小火煮至苹果变软，最后放入枸杞，煮开即可享用
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,8.89克,51.9克,0.2克,苹果500克;苹果甜汤,苹果 苹果 
西红柿瘦肉汤,煮,酸辣味,30分钟,初级入门,瘦肉500克;西红柿300克;,淀粉10克;盐2克;老干妈豆豉50克;胡椒粉1克;料酒20毫升;香油20毫升;姜蒜30克;香葱40克;,"步骤1:瘦肉切丝，加入盐、胡椒粉、淀粉、料酒、老干妈豆豉、香油
步骤2:拌匀腌制十五分钟
步骤3:热油爆香姜蒜末
步骤4:加入西红柿
步骤5:将西红柿炒出汤汁
步骤6:加入适量的清水
步骤7:汤煮开后下入腌好的肉丝
步骤8:煮至肉丝变白后加入葱花
步骤9:加入盐即可出锅
",减肥人群;,高血压人群;高血脂人群;高血糖人群;儿童;,无,2.94克,108.7克,5.6克,瘦肉500克;西红柿300克;西红柿瘦肉汤,猪肉 番茄 番茄 猪肉 
胡萝卜蛋卷,煎,家常味,30分钟,中级掌勺,胡萝卜1小根;鸡蛋3个;,盐适量;洋葱半个;,"步骤1:材料备好，胡萝卜不要太多，一小根就可以
步骤2:洋葱和胡萝卜都切成细小的颗粒，鸡蛋打散
步骤3:煮锅烧开水，把胡萝卜粒煮一分钟捞出控去水
步骤4:鸡蛋里放入煮好的胡萝卜，洋葱粒，再加一点盐
步骤5:我用的小烤盘，放到电陶炉上开火，（用普通的平底勺一样操作。）烤盘涂上一层油
步骤6:看到油热，倒入一层拌好的蛋液，晃动铺平
步骤7:微微成形，就可以从蛋饼的一个方向向另一头卷起
步骤8:卷好，推至一边，在倒入一层蛋液
步骤9:再次卷好，略煎熟透即可
步骤10:取出切片
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,3.08克,78.4克,4.2克,胡萝卜1小根;鸡蛋3个;胡萝卜蛋卷,胡萝卜 鸡蛋 胡萝卜 
